age,sex
15,2
13,1
3,2
26,1
25,2
35,1
30,2
0,1
5,2
1,1
1,2
10,2
30,2
14,2
35,1
8,2
30,1
10,2
13,1
9,1
20,1
9,1
13,2
14,1
42,1
65,2
10,2
31,1
5,1
10,2
17,2
23,2
5,1
35,1
16,2
3,1
0,1
39,1
15,1
6,2
0,2
6,2
64,1
32,2
44,2
4,1
63,1
5,1
7,1
10,2
23,2
7,1
27,2
10,1
1,1
9,2
2,2
3,1
9,1
24,1
14,1
0,2
53,2
85,2
51,2
8,2
22,2
1,1
7,2
8,2
6,2
63,2
70,1
8,2
30,1
33,2
30,2
4,2
10,2
13,1
24,1
3,1
2,2
22,1
20,2
20,1
50,1
3,2
48,1
45,2
5,2
12,1
22,2
15,1
75,1
5,1
27,2
27,2
6,2
26,1
5,2
2,2
25,1
42,1
39,2
10,2
19,1
17,2
2,2
37,2
1,2
70,1
25,1
1,1
10,2
20,2
3,2
1,1
0,1
50,2
20,1
5,2
21,2
30,2
60,1
1,2
55,1
84,1
14,1
20,2
4,2
50,1
4,1
45,2
30,1
44,2
2,2
30,2
7,1
11,1
47,1
30,1
17,1
25,1
25,1
5,2
13,2
60,1
44,1
32,1
12,2
1,1
37,2
12,2
15,2
4,1
5,1
17,1
7,1
3,1
39,2
29,1
2,1
8,1
1,1
4,1
10,2
8,2
10,1
7,2
13,1
15,2
38,1
28,2
13,1
11,2
9,1
32,1
20,1
22,2
20,2
8,2
25,2
24,2
21,1
79,1
2,2
15,2
3,2
5,1
25,2
13,2
2,2
36,1
9,2
22,2
12,1
9,1
0,1
2,1
47,2
23,2
3,1
30,1
14,1
41,2
2,1
14,2
10,2
2,2
10,1
12,2
50,2
17,2
18,1
23,2
29,2
4,2
14,1
10,2
2,1
18,1
40,2
21,1
60,2
9,1
58,2
8,2
12,2
27,2
9,1
2,1
40,2
40,1
26,2
10,1
19,2
8,1
20,2
5,1
34,2
60,2
60,1
45,2
36,1
19,2
20,2
50,1
40,2
0,1
30,2
26,1
13,1
35,1
47,1
1,1
1,1
12,1
30,1
31,1
1,1
16,1
3,2
30,2
15,1
29,2
30,2
9,1
11,2
5,2
20,1
8,1
23,2
3,2
5,1
57,1
5,1
47,2
0,2
29,1
22,2
15,1
50,1
45,1
46,1
13,2
30,1
20,2
25,1
8,1
12,2
43,2
14,2
23,2
0,2
65,2
55,2
4,2
9,2
55,1
50,1
1,2
2,2
18,2
45,1
60,2
2,2
50,2
56,2
8,2
10,1
23,2
7,1
0,2
25,1
25,2
9,2
16,2
11,1
38,2
60,1
1,2
35,2
38,2
16,1
28,2
4,2
12,2
20,2
39,1
13,2
20,1
15,1
10,1
9,2
7,2
54,1
4,2
40,2
5,1
27,2
10,2
19,2
15,1
59,1
2,2
2,1
75,1
43,1
11,2
33,2
20,1
0,2
13,2
36,2
14,2
25,2
2,1
7,1
3,1
1,1
5,1
8,1
10,1
33,2
11,2
6,1
15,1
15,2
44,2
11,1
45,2
56,2
1,1
17,1
0,2
14,1
7,2
0,1
5,2
1,1
29,1
15,2
9,1
20,1
9,2
5,2
1,1
15,2
27,1
18,2
21,2
64,1
0,2
5,2
11,1
69,2
3,1
4,1
14,1
31,2
48,1
6,2
15,1
8,1
50,1
18,1
20,1
2,1
10,2
50,1
37,2
14,1
15,1
16,2
15,1
20,1
29,2
3,2
25,1
5,1
18,2
18,1
1,1
11,2
6,1
9,1
53,2
5,2
40,1
9,2
3,1
57,1
23,2
13,2
8,2
30,2
30,1
20,2
13,1
14,2
3,2
50,2
20,1
5,2
15,1
8,2
12,1
20,2
24,1
2,2
4,1
1,2
40,1
65,1
1,1
6,1
1,2
17,2
7,2
4,1
32,1
3,1
12,2
15,1
9,2
10,2
64,2
23,1
31,1
5,2
5,1
7,1
20,2
14,2
1,2
0,1
21,2
69,1
15,1
27,2
28,1
30,2
11,2
10,1
16,1
40,2
33,2
16,2
6,1
21,2
18,1
82,2
0,1
10,2
20,2
15,2
45,2
48,1
50,1
13,2
36,2
37,2
9,2
3,2
13,2
5,2
18,2
12,2
1,1
2,2
6,1
60,1
42,2
1,1
15,1
15,1
7,1
15,2
15,1
31,2
12,1
45,1
49,1
80,2
2,1
19,1
2,1
27,2
0,1
10,1
32,2
50,1
51,1
12,1
3,1
67,2
22,2
26,2
41,1
56,2
9,2
9,1
4,2
5,1
69,2
5,1
40,2
57,1
8,2
36,2
18,2
33,1
24,1
16,2
4,1
1,1
10,1
1,2
47,1
1,2
35,2
22,1
1,1
5,1
23,2
27,1
1,1
0,1
12,2
2,2
15,1
13,2
10,2
15,1
30,1
30,2
56,1
6,2
39,1
8,1
20,2
45,1
0,2
41,2
46,1
2,2
12,1
21,1
4,1
7,1
15,1
10,2
0,1
32,2
35,2
18,1
25,1
56,1
8,2
30,1
23,2
1,2
21,1
4,1
22,2
10,2
0,1
10,2
30,2
15,1
14,2
20,2
4,1
25,1
0,2
65,1
45,1
30,1
40,2
79,1
2,1
24,2
27,1
10,1
18,1
0,2
43,1
10,2
5,1
43,1
2,1
11,2
1,2
5,2
8,1
7,1
22,2
74,2
31,1
7,1
6,2
20,1
20,2
8,2
10,2
11,2
30,2
7,2
16,2
42,1
5,2
1,1
11,1
25,1
25,1
20,2
4,2
26,1
21,2
27,2
26,2
3,1
12,1
20,2
16,2
40,1
3,2
64,2
23,2
48,1
15,1
12,2
38,1
23,1
1,2
3,2
20,2
50,2
12,2
34,2
19,2
9,1
60,1
2,1
1,2
38,1
5,1
3,1
5,2
5,2
47,2
10,2
50,2
15,1
15,2
56,2
47,2
13,1
12,2
24,1
9,1
31,2
8,1
12,1
90,2
36,1
30,1
50,2
1,1
40,2
14,2
33,2
13,1
52,2
6,1
16,2
11,1
6,2
20,1
0,1
22,2
35,2
4,1
10,1
9,1
26,1
17,1
3,1
2,2
11,2
10,1
13,2
18,1
23,2
2,2
50,2
13,1
7,1
10,1
68,1
20,2
20,2
50,1
20,2
32,2
18,2
13,2
7,2
28,1
24,1
11,1
40,2
2,1
42,1
52,1
30,2
38,1
28,1
37,1
30,2
30,2
26,2
5,1
40,1
8,1
3,1
10,1
60,1
1,2
8,1
35,2
4,1
13,1
41,1
2,2
22,2
0,1
5,2
2,1
22,2
39,2
8,2
30,1
8,2
24,2
25,1
40,1
4,2
3,2
25,2
22,2
4,1
40,1
46,2
1,1
6,1
8,1
30,2
20,2
9,1
51,1
9,1
26,1
17,2
14,2
50,2
20,1
18,2
9,2
15,1
35,2
45,1
0,1
26,1
44,2
10,2
1,1
5,1
36,2
10,1
22,1
55,1
1,2
32,1
29,1
9,1
19,1
17,1
0,1
19,1
70,2
10,2
35,1
40,2
55,2
21,2
10,2
25,1
4,1
33,1
45,2
6,2
15,1
3,1
14,2
9,2
5,2
4,1
29,1
43,2
3,1
20,1
8,2
32,2
39,2
15,2
58,1
5,1
9,1
5,1
20,1
17,2
5,1
40,1
51,2
10,2
17,2
27,1
1,1
55,1
4,2
1,2
49,1
18,2
39,2
55,1
33,2
7,1
14,1
2,2
46,1
9,1
41,2
21,1
33,1
29,2
1,2
32,1
43,2
17,1
5,1
1,1
65,2
30,2
0,1
36,1
10,2
4,2
30,1
5,2
6,2
4,1
2,1
75,1
26,1
9,1
2,1
12,1
60,1
29,1
13,1
10,2
7,1
12,2
2,2
4,2
20,2
88,1
25,1
10,2
13,1
41,1
25,1
15,2
46,1
4,2
78,2
50,1
54,2
1,1
15,2
7,2
45,2
46,2
44,2
50,1
38,2
18,1
5,1
40,2
16,2
0,1
9,2
2,2
55,2
40,2
33,1
31,2
30,1
36,1
30,1
55,2
32,1
28,1
55,1
20,2
30,2
50,1
62,1
28,2
22,1
29,2
14,2
3,1
1,2
5,2
2,2
6,2
19,1
2,2
5,1
23,2
43,1
39,2
60,1
27,2
28,2
7,2
3,1
28,1
25,1
20,1
1,2
21,2
5,1
13,1
27,2
75,2
26,1
23,2
86,1
14,1
5,1
5,2
2,1
60,1
5,1
7,1
30,1
25,1
2,1
50,2
1,1
1,1
13,1
4,1
30,2
14,1
40,1
8,1
41,2
25,1
32,1
10,2
6,2
20,1
29,2
59,1
7,2
23,2
25,1
40,1
14,1
26,1
0,1
5,1
20,2
1,2
0,1
5,1
5,1
15,1
57,1
11,2
30,2
7,1
8,2
35,2
30,1
35,2
31,1
19,2
22,2
15,2
36,2
23,2
68,2
30,2
12,1
28,1
12,2
27,2
2,2
26,2
14,2
21,1
20,2
27,1
16,2
32,2
3,2
1,1
12,1
25,1
1,2
1,2
9,1
2,2
30,1
25,2
16,1
7,1
30,1
65,1
0,1
82,2
0,1
10,2
9,2
44,1
0,1
27,1
0,2
49,2
14,1
4,2
50,2
0,2
10,1
28,2
45,1
4,1
36,2
15,2
0,1
7,2
5,1
0,1
3,2
1,1
25,1
13,2
10,2
12,1
4,1
35,1
2,2
45,2
15,1
0,2
31,1
1,1
11,2
20,1
90,2
21,1
1,1
50,1
16,1
24,2
30,2
30,2
30,2
20,2
2,1
49,2
19,1
23,1
75,1
11,2
12,2
10,2
4,1
16,1
12,2
5,2
17,1
25,1
38,2
26,1
20,2
71,2
22,2
1,1
29,1
8,1
20,2
57,1
26,1
25,1
51,2
13,1
53,2
7,1
26,2
40,2
26,1
29,2
50,2
70,1
2,2
17,1
21,2
8,2
4,2
53,1
38,1
25,2
1,2
30,2
51,1
20,1
30,2
2,1
4,2
16,2
4,1
7,1
28,1
53,1
28,1
3,1
24,2
25,1
27,2
37,2
53,1
15,2
22,2
25,2
10,1
13,2
9,2
12,1
1,1
20,2
15,2
1,2
5,1
60,2
35,2
32,2
36,2
0,2
63,2
48,2
12,1
21,2
50,2
28,1
25,1
13,2
10,2
8,2
5,2
30,2
1,1
1,2
20,2
25,1
42,1
9,1
20,2
0,2
25,1
17,1
0,1
17,2
3,1
15,2
11,1
35,2
24,1
2,2
21,1
43,1
5,2
8,1
24,2
26,1
7,1
23,2
2,2
56,1
52,1
11,2
34,2
20,2
64,1
5,2
23,2
14,2
25,1
10,1
18,2
5,1
77,1
9,1
28,2
30,2
27,1
29,2
25,1
15,2
6,2
5,2
35,1
41,1
20,2
12,1
63,2
20,2
8,1
4,1
60,2
5,1
3,2
2,1
10,2
12,2
1,1
27,1
1,2
5,2
23,2
14,1
6,1
73,2
1,1
5,2
4,1
40,1
93,2
6,1
15,2
10,2
33,2
23,2
35,2
56,1
30,2
1,1
27,2
2,2
34,1
48,2
28,1
4,2
7,1
10,1
24,2
19,1
12,1
35,1
16,1
70,2
39,1
15,2
61,1
71,2
15,1
11,2
3,1
19,2
28,1
16,2
13,2
11,2
1,1
60,2
2,2
5,2
3,2
26,1
35,1
5,1
30,2
19,1
2,2
2,2
12,1
50,1
4,1
1,2
15,1
12,1
13,2
4,1
45,2
55,2
20,2
9,1
10,2
82,2
13,1
22,1
74,2
26,1
0,1
7,1
8,1
7,2
46,2
5,2
42,1
13,1
26,1
25,1
20,2
12,1
1,1
1,2
2,1
20,2
39,1
50,1
3,1
4,1
9,2
24,2
14,1
13,1
4,2
28,2
12,2
7,1
22,2
11,2
47,2
30,1
5,1
68,2
13,1
8,1
40,2
5,1
48,2
50,1
8,1
41,2
20,2
15,2
4,2
17,1
20,1
41,1
4,1
3,2
7,1
20,2
20,2
10,1
15,2
56,1
5,1
37,1
40,1
48,2
20,1
46,2
1,2
35,1
0,2
8,2
15,1
8,2
50,1
2,2
1,2
19,2
14,2
69,2
22,2
7,2
15,2
19,1
17,1
40,2
14,2
23,1
38,2
70,1
9,2
4,1
10,2
16,2
52,2
57,1
19,1
52,2
10,1
1,1
43,2
2,1
54,1
10,2
33,1
2,1
1,2
35,1
8,2
11,1
6,2
3,2
39,1
1,1
10,2
16,2
28,1
27,1
20,2
5,1
30,2
20,1
19,2
8,1
50,1
0,1
44,2
30,1
23,1
20,2
20,2
26,1
6,1
31,2
2,1
3,2
1,1
2,2
28,2
40,1
30,1
10,2
5,1
7,2
1,1
0,2
34,2
14,2
11,2
31,1
27,2
15,2
25,1
14,2
2,2
40,1
2,2
1,2
47,1
1,2
32,2
5,1
28,2
32,2
41,1
1,2
15,1
8,1
50,1
5,2
10,1
11,1
2,1
5,2
14,2
42,1
62,1
28,2
3,2
19,1
25,1
4,2
15,2
14,1
0,2
9,1
25,2
35,2
17,2
21,2
16,2
4,2
2,2
40,2
2,2
20,2
7,1
10,2
41,2
4,1
9,2
19,1
7,1
24,2
20,2
6,1
12,1
6,1
4,1
50,1
22,2
7,2
16,2
15,1
28,1
4,1
36,2
57,1
1,2
22,2
44,1
3,1
5,2
54,1
28,1
23,2
50,1
43,1
18,2
5,1
59,1
23,1
5,1
30,1
3,2
41,1
20,1
14,1
15,1
15,2
0,2
40,2
20,2
40,2
34,1
19,2
25,2
50,2
1,1
36,1
79,2
10,2
31,2
50,2
20,1
11,1
7,2
33,2
44,2
1,2
10,2
19,2
1,2
72,1
2,2
39,1
35,2
3,2
49,2
6,1
43,1
54,1
2,1
5,1
2,1
5,1
0,1
4,1
7,2
43,2
49,2
40,1
15,2
0,1
37,2
59,1
12,1
10,2
23,2
16,2
5,1
42,2
31,1
50,1
54,1
7,1
3,2
37,1
18,1
3,2
80,1
22,2
7,2
2,1
23,1
5,1
14,2
0,1
29,2
15,2
24,2
35,2
34,1
40,2
5,2
4,2
10,1
20,2
10,2
4,2
10,1
53,2
13,2
15,2
2,1
24,1
19,1
33,2
5,2
14,2
8,2
11,2
19,1
45,1
10,1
35,1
18,1
35,2
45,1
21,1
3,2
22,1
20,2
12,2
43,1
71,1
32,1
10,2
1,1
33,2
12,2
78,2
38,2
17,2
31,1
10,1
14,2
34,1
6,1
34,1
15,1
31,1
35,1
35,2
60,2
4,1
74,1
18,2
0,1
20,2
30,2
63,1
5,2
12,2
4,2
10,1
1,1
36,2
4,1
20,1
12,2
4,2
3,2
24,1
11,1
0,1
25,1
40,2
41,2
10,2
2,1
52,2
20,2
18,2
3,2
39,2
18,1
5,2
5,1
31,1
44,1
11,2
10,2
10,2
12,1
20,1
8,2
15,2
20,2
10,1
40,1
43,1
7,2
65,1
5,2
40,2
3,1
10,2
40,1
19,1
48,2
19,1
40,2
11,1
0,2
15,2
9,1
16,1
22,2
25,1
42,2
25,1
14,1
51,1
0,2
27,2
43,1
25,1
37,1
12,1
20,2
28,1
1,1
15,2
14,1
8,2
2,2
40,1
1,2
11,2
8,2
4,2
9,1
1,2
9,1
21,2
29,1
8,1
10,1
40,2
20,2
48,1
38,2
85,2
66,2
5,2
4,2
60,2
0,2
7,2
42,2
4,1
20,1
2,1
14,2
27,1
67,1
4,1
20,2
28,1
39,1
25,1
47,2
47,2
6,1
15,2
0,1
50,2
1,1
5,1
3,2
13,1
5,1
23,1
30,1
38,2
10,1
25,1
0,2
10,2
20,2
4,2
12,2
5,2
2,2
1,1
4,1
8,2
18,1
9,1
60,1
31,2
22,2
66,1
46,2
54,1
20,2
9,2
18,1
30,1
40,1
5,2
4,2
60,1
3,2
20,2
17,1
56,2
12,2
56,2
29,2
5,1
31,1
46,2
32,2
2,2
41,1
62,1
11,2
2,2
4,2
45,1
36,2
2,2
0,1
74,1
30,1
5,1
27,1
61,2
5,1
13,1
51,2
25,2
15,1
11,1
22,2
9,1
50,1
0,2
78,2
10,2
63,2
30,1
50,1
0,2
80,1
10,2
17,2
20,2
20,1
31,2
29,1
8,1
4,1
35,2
35,1
0,2
19,1
22,2
60,1
2,1
45,2
5,1
62,2
11,1
24,2
5,2
1,2
24,2
24,1
7,1
70,2
14,2
33,2
14,2
1,1
0,1
42,1
18,1
57,2
19,1
20,2
14,1
11,1
6,1
4,1
1,1
50,1
20,2
5,1
46,2
78,2
26,1
16,1
47,2
30,2
11,1
65,2
30,1
23,1
0,2
2,2
5,2
20,2
10,2
2,2
34,1
3,1
15,2
11,1
10,2
2,2
30,1
38,1
19,2
60,1
3,1
70,2
3,1
69,1
60,2
25,1
15,2
11,2
9,2
50,1
55,2
7,2
5,1
24,2
43,2
30,1
5,2
48,1
10,1
37,2
60,1
3,2
18,2
10,1
7,2
16,1
5,2
1,2
25,2
20,2
8,1
20,2
28,1
66,2
44,1
0,1
6,1
37,1
39,2
8,2
0,2
9,1
3,2
16,2
9,2
16,2
29,1
22,2
80,1
50,2
5,2
40,1
6,1
10,1
13,2
1,1
64,1
4,2
30,2
6,2
6,1
20,2
80,2
2,1
23,1
11,1
24,2
20,1
9,2
14,1
30,2
3,2
20,2
8,2
0,2
5,1
2,2
12,2
19,1
35,2
34,2
56,2
50,1
0,1
17,2
24,2
24,2
32,2
2,1
5,2
29,2
37,2
15,1
25,2
30,1
5,2
15,1
16,2
9,2
3,1
40,2
1,1
18,2
23,2
25,1
2,1
17,2
60,2
25,2
7,2
14,1
38,2
25,1
19,1
7,1
21,2
39,2
21,1
15,1
0,2
4,1
20,1
1,2
40,2
20,2
29,1
18,2
11,1
10,1
22,2
0,1
40,1
0,1
40,2
25,1
15,1
24,1
25,2
38,1
19,2
11,2
51,1
50,1
5,1
14,1
35,1
36,2
9,1
12,1
1,1
6,2
8,1
30,1
12,2
10,1
28,2
20,1
22,1
51,2
28,1
27,1
5,1
29,2
56,2
20,2
13,2
23,1
10,1
6,2
2,2
50,1
13,1
64,2
18,1
21,2
5,2
4,2
11,1
15,1
10,1
1,2
32,2
51,1
10,1
51,1
7,2
20,2
5,2
0,2
14,2
14,2
34,1
25,1
8,1
10,2
3,1
5,1
20,2
0,1
30,2
56,2
20,1
38,1
1,2
57,2
40,1
36,2
7,2
6,1
0,2
34,2
39,1
6,1
3,1
13,2
5,2
81,2
24,2
4,1
8,1
4,2
29,2
10,2
6,2
72,1
20,1
10,2
3,1
9,2
4,1
30,1
25,1
23,2
25,1
10,2
19,2
45,1
1,1
36,1
40,2
24,2
25,2
32,2
24,2
0,2
37,2
36,1
4,1
10,1
20,2
2,2
7,1
17,1
56,1
3,2
33,1
48,2
60,1
15,2
30,1
31,2
46,1
3,1
0,1
12,2
25,1
30,1
24,1
50,1
37,1
3,1
15,1
10,2
42,1
1,1
4,1
3,2
41,1
8,1
5,2
5,1
15,1
17,1
60,1
37,2
3,2
34,2
10,2
31,2
8,1
27,1
22,2
6,2
64,2
41,1
7,1
4,2
4,2
55,1
10,1
2,2
74,2
17,1
2,2
25,1
26,1
1,1
12,2
40,1
30,1
23,1
30,2
9,1
70,1
33,1
5,1
10,2
65,1
15,2
15,1
11,2
15,1
16,2
5,1
3,1
13,1
23,1
0,2
20,2
26,2
5,2
14,1
5,2
19,2
22,2
48,2
6,1
16,2
5,2
15,2
17,1
41,2
6,2
25,1
40,1
2,1
3,1
12,1
2,2
45,1
15,2
80,2
0,2
15,1
1,2
9,2
18,1
43,2
1,2
10,2
5,1
4,2
15,2
16,2
9,2
18,1
25,1
13,2
9,1
13,1
50,1
20,1
34,2
17,2
48,2
33,1
29,2
14,1
7,1
34,1
50,2
10,2
17,1
22,2
39,2
80,2
1,2
20,1
40,1
5,1
11,2
1,1
51,2
28,2
16,2
66,2
8,1
5,2
3,2
18,2
19,2
30,2
21,2
28,2
45,2
5,2
20,2
41,1
15,1
4,2
20,2
21,2
30,1
25,1
80,1
18,1
0,1
60,2
20,2
15,1
1,1
5,1
49,1
5,1
16,2
25,1
34,2
65,2
19,1
68,2
35,2
2,1
75,2
5,2
2,2
53,2
48,2
60,1
17,1
3,2
6,1
17,2
2,2
10,2
14,2
0,1
5,1
10,2
30,1
35,1
25,1
7,2
20,1
20,2
28,1
12,1
26,1
30,1
0,2
13,2
8,2
5,2
50,1
64,2
35,1
54,1
21,2
7,1
33,2
40,1
4,1
13,1
40,2
2,2
12,1
4,1
0,1
35,2
18,1
22,1
3,1
26,2
75,2
7,2
17,2
20,2
20,1
1,1
12,2
0,2
20,1
6,1
14,1
6,2
10,1
10,1
1,1
60,1
2,2
12,1
21,2
6,1
4,1
7,2
20,2
26,1
67,1
3,1
17,1
10,2
13,1
34,1
10,2
21,1
2,1
1,1
10,1
0,2
2,1
11,1
25,1
6,2
44,2
5,2
0,1
6,1
73,2
6,1
40,2
50,1
18,1
5,2
13,1
5,2
1,2
82,1
22,1
5,1
20,1
10,1
30,2
16,2
2,2
23,2
43,2
80,2
19,2
22,2
3,2
20,2
31,2
7,1
17,1
24,2
13,2
10,1
35,2
33,1
1,2
32,2
12,1
13,1
16,2
6,1
7,2
14,2
30,2
20,2
5,2
2,2
37,1
53,1
12,1
40,2
6,1
15,2
43,2
20,2
59,2
55,2
1,2
29,1
0,2
3,2
10,2
5,1
10,2
48,2
1,1
16,2
4,1
15,1
1,2
4,1
30,2
6,2
14,2
3,2
11,2
30,1
6,1
10,2
3,2
31,1
47,2
19,1
24,2
24,1
60,2
37,2
39,2
61,2
5,2
13,1
49,2
28,2
49,2
15,2
0,1
48,1
15,2
9,2
27,1
4,1
50,1
8,2
53,1
21,2
40,1
0,2
12,1
36,2
3,2
28,1
2,2
5,1
5,1
9,2
3,2
18,2
50,1
11,1
34,2
5,2
31,2
30,2
20,1
5,2
31,1
5,1
16,1
7,1
77,2
0,2
11,1
9,2
0,2
39,2
24,1
2,2
29,2
7,2
30,2
14,1
25,2
32,2
27,1
54,1
20,2
39,2
15,1
53,1
17,1
5,1
2,2
21,1
10,2
61,2
10,2
70,2
4,2
23,1
21,2
5,2
40,2
73,2
15,1
18,1
5,1
8,2
4,1
2,1
6,1
17,2
0,2
3,1
12,1
33,1
12,1
24,2
1,2
3,1
17,2
2,2
35,1
5,1
37,1
26,2
13,2
52,1
2,1
21,2
20,2
41,1
2,2
2,2
60,1
23,1
40,2
1,1
8,1
15,2
25,2
16,2
4,2
23,1
49,1
41,1
24,2
34,2
28,1
18,2
5,2
12,1
37,2
20,1
3,2
8,2
20,2
26,2
20,2
26,1
20,2
18,1
5,1
3,2
70,1
15,2
3,2
15,1
80,1
10,2
50,2
40,2
19,2
41,2
49,2
33,1
63,1
5,2
9,1
60,2
20,2
46,1
70,2
9,2
17,1
24,1
19,2
30,2
68,1
25,2
38,1
5,1
70,1
0,2
40,1
43,2
59,1
4,2
70,1
40,1
80,2
3,2
17,2
49,1
7,1
50,1
8,2
3,2
19,2
5,2
43,1
50,1
1,2
2,1
56,2
20,1
5,2
15,1
52,2
28,1
20,1
2,1
0,2
6,1
25,2
3,1
53,2
34,1
27,2
22,1
17,2
16,1
38,2
9,2
18,1
3,1
64,1
8,1
3,1
0,1
3,1
71,1
14,1
12,1
20,2
1,2
1,1
9,2
4,2
35,1
35,2
13,1
3,1
7,1
1,2
27,1
52,1
26,2
48,1
6,1
2,1
32,1
20,1
7,1
24,1
4,1
35,1
20,2
7,2
9,2
4,1
1,2
16,2
35,2
3,2
4,1
6,2
5,2
27,2
4,2
43,1
3,1
72,1
69,1
35,1
39,2
6,2
20,1
13,2
27,1
53,1
49,2
27,1
20,2
22,2
6,2
13,1
4,2
5,2
34,1
3,2
6,2
1,1
16,2
2,1
3,2
30,2
12,1
37,2
18,2
6,1
31,2
16,2
18,1
0,1
14,1
0,1
1,2
40,1
16,1
7,2
32,2
69,2
12,2
9,2
49,1
10,1
5,2
20,2
1,1
7,2
6,2
1,2
0,1
21,1
20,1
5,2
15,1
2,2
24,1
25,1
50,2
34,2
49,1
0,2
30,2
40,1
38,2
32,1
12,2
37,2
43,2
25,2
21,1
21,1
8,2
25,1
4,1
48,1
5,2
7,2
35,1
20,1
10,2
16,2
1,2
30,2
7,1
25,2
2,2
58,2
27,1
44,2
9,2
40,1
13,2
4,2
13,1
9,2
35,1
16,1
5,2
23,2
20,2
5,2
52,2
10,2
11,2
60,1
21,2
21,2
35,2
2,1
41,1
50,1
1,2
30,1
3,1
15,1
20,2
22,2
26,1
15,1
0,2
7,1
26,1
20,1
23,1
28,1
50,2
38,1
10,2
1,2
80,2
32,1
17,2
33,2
30,2
3,1
23,2
30,2
38,2
45,1
1,1
1,2
15,1
25,1
9,2
5,2
4,2
2,1
46,2
14,2
10,1
30,1
0,2
23,1
20,2
28,1
6,2
40,2
0,2
10,2
8,2
51,2
18,1
25,1
12,2
4,2
82,2
0,1
10,1
8,2
20,2
53,1
19,2
59,1
30,2
50,1
2,2
0,1
10,2
18,2
47,1
10,2
12,2
9,1
5,2
22,2
33,1
16,2
23,2
6,2
42,2
19,1
16,2
22,2
10,2
10,2
20,1
16,2
1,1
42,2
26,1
5,2
3,1
13,1
4,2
53,1
14,2
4,2
15,2
61,1
4,1
40,2
28,1
1,2
17,2
40,2
24,2
25,2
3,2
55,1
0,2
68,1
11,1
37,2
4,1
3,1
13,2
3,2
29,1
39,2
13,1
4,2
52,2
24,2
52,2
6,1
1,2
11,2
24,1
50,2
14,2
60,1
40,2
30,2
15,2
7,1
41,1
55,2
20,1
20,1
1,1
71,1
4,1
22,2
0,1
5,1
61,1
43,2
20,2
20,1
21,2
20,2
3,2
12,1
7,1
14,2
64,2
13,1
20,2
18,2
11,1
17,1
7,2
47,2
29,1
11,2
40,1
3,2
2,2
40,1
23,1
20,1
20,2
53,1
11,2
2,1
36,2
2,1
2,2
20,2
6,1
16,2
1,2
35,2
3,1
3,2
23,2
10,2
91,2
63,2
72,2
19,1
55,2
10,1
2,2
42,2
41,2
10,2
20,1
9,2
7,2
5,2
30,1
20,2
20,2
75,2
39,2
19,1
5,1
29,1
15,2
26,2
38,1
54,1
23,2
5,1
2,1
56,2
0,2
40,2
17,2
49,1
1,2
10,1
24,2
30,2
18,2
11,2
5,1
9,1
80,2
10,2
39,2
0,1
0,2
10,2
0,2
3,1
9,2
20,2
29,1
9,1
2,1
3,1
2,2
4,1
9,2
2,1
2,2
23,2
4,2
24,1
30,1
40,2
18,1
20,1
24,2
3,2
7,2
15,2
59,1
3,1
16,1
70,2
10,1
29,1
13,1
60,1
14,2
4,2
0,2
14,2
15,2
14,2
10,2
1,1
31,2
11,1
35,1
1,2
28,1
7,1
17,2
17,1
30,1
23,1
68,2
25,2
33,1
6,1
45,2
5,2
15,2
10,1
47,1
2,1
40,1
7,2
20,1
0,2
2,2
20,1
20,1
37,2
51,1
40,2
30,2
23,1
19,1
33,1
14,2
36,2
20,2
11,2
20,2
51,2
8,1
20,1
60,2
0,1
30,2
37,2
12,1
2,2
25,1
7,1
31,2
37,1
4,2
4,1
8,1
58,2
24,2
10,2
15,2
40,2
8,2
2,2
38,1
47,1
22,1
19,2
0,1
14,2
15,1
4,1
0,1
2,1
26,1
15,1
1,1
0,2
15,2
0,1
36,1
14,1
80,1
12,1
4,1
8,1
2,1
42,1
25,2
20,2
33,2
11,1
4,2
9,2
12,1
52,2
80,1
38,2
12,2
32,2
10,2
1,1
21,2
20,2
12,2
22,1
42,1
24,2
27,1
5,2
10,2
25,1
17,2
30,1
23,2
60,2
7,2
90,2
26,2
18,2
12,2
33,2
1,1
0,2
12,1
4,1
42,2
35,2
3,1
15,2
2,1
6,1
2,1
20,2
6,1
40,1
35,1
10,2
62,1
30,2
11,2
28,1
4,1
40,1
75,1
21,2
35,1
54,2
14,2
60,2
15,1
9,1
30,2
19,2
10,2
8,2
41,1
75,2
60,2
38,2
71,2
0,2
75,2
52,2
5,2
52,2
20,1
51,1
17,1
2,1
14,2
29,1
13,2
36,1
9,2
29,2
40,2
60,2
20,2
53,2
4,2
20,2
15,2
7,1
17,2
13,2
24,1
15,2
25,1
1,1
28,1
60,1
25,1
0,2
11,1
6,2
15,1
29,1
30,1
20,1
15,2
42,2
5,2
20,1
30,1
25,2
30,1
5,2
9,2
1,1
25,2
4,1
11,1
17,2
7,2
9,2
13,1
0,2
24,2
7,1
40,1
35,2
14,1
6,2
52,1
19,1
0,2
22,1
0,1
1,1
17,1
1,1
8,2
81,1
41,1
14,1
80,1
12,2
2,1
18,1
20,2
24,1
59,2
28,1
40,2
71,2
15,2
1,1
7,2
43,2
43,1
24,1
7,2
9,2
56,1
42,2
4,1
1,1
10,1
